Transaction_ID,Customer_ID,Account_Type,Total_Balance,Transaction_Amount,Investment_Amount,Investment_Type,Transaction_Date
307462,204182,Savings,94823,305.0,5738,Fixed Deposit,2023-07-25
307463,205452,Current,37191,1734.0,36504,Mutual Fund,2023-06-29
307464,200709,Savings,85683,1001.0,35587,Recurring Deposit,2024-08-22
307465,200732,Current,85396,4963.0,30138,Fixed Deposit,2025-02-08
307466,201824,Current,59139,3220.0,24157,Fixed Deposit,2023-07-07
307467,207169,Business,50874,2308.0,11966,Fixed Deposit,2024-01-25
307468,204512,Current,97151,2046.0,38004,Recurring Deposit,2023-09-06
307469,203642,Savings,49019,1025.0,6369,Fixed Deposit,2022-08-06
307470,205882,Business,75197,4700.0,19397,Mutual Fund,2024-09-11
307471,203096,Business,17906,785.0,33424,Recurring Deposit,2022-04-02
307472,203314,Savings,37123,3453.0,45145,Recurring Deposit,2024-10-25
307473,207594,Savings,91092,767.0,33365,Fixed Deposit,2024-05-21
307474,208643,Business,1743,2508.0,5010,Recurring Deposit,2023-12-08
307475,201101,Current,33787,771.0,16665,Fixed Deposit,2022-10-05
307476,202768,Business,9132,3373.0,26390,Fixed Deposit,2023-06-20
307477,202152,Business,96986,1135.0,9336,Fixed Deposit,2022-06-25
307478,202441,Savings,74662,351.0,16388,Recurring Deposit,2023-10-15
307479,201138,Savings,16731,474.0,48159,Fixed Deposit,2024-07-20
307480,209877,Savings,8481,4181.0,35023,Mutual Fund,2022-06-11
307481,208789,Business,46863,3150.0,45083,Fixed Deposit,2022-03-22
307482,204143,Business,64238,1209.0,15255,Fixed Deposit,2025-03-17
307483,205694,Savings,16189,1779.0,4957,Recurring Deposit,2024-08-06
307484,208982,Business,47847,1890.0,15849,Fixed Deposit,2023-09-30
307485,202273,Savings,12240,2101.0,33032,Recurring Deposit,2022-09-07
307486,203151,Business,11315,682.0,16084,Recurring Deposit,2023-06-02
307487,209115,Current,22852,4887.0,21022,Recurring Deposit,2022-05-08
307488,209421,Savings,19069,4295.0,21002,Mutual Fund,2023-03-21
307489,204723,Current,53497,997.0,11014,Mutual Fund,2024-01-20
307490,209192,Savings,6560,1359.0,36998,Mutual Fund,2025-03-15
307491,207566,Savings,71741,3009.0,30721,Mutual Fund,2024-09-22
307492,209432,Business,56841,1279.0,1747,Recurring Deposit,2023-11-23
307493,208647,Savings,68016,2337.0,28359,Mutual Fund,2024-11-16
307494,204094,Current,95537,1792.0,49432,Recurring Deposit,2023-07-28
307495,201766,Current,41549,2649.0,2339,Mutual Fund,2023-11-05
307496,209714,Business,31216,477.0,25816,Mutual Fund,2023-12-11
307497,208106,Savings,42181,2628.4254882016844,10009,Mutual Fund,2023-11-03
307498,209522,Savings,82105,4044.0,42081,Fixed Deposit,2024-01-26
307499,202809,Business,59803,636.0,8867,Fixed Deposit,2024-07-14
307500,209312,Savings,59367,4666.0,12650,Fixed Deposit,2023-02-12
307501,208843,Savings,81409,3164.0,29307,Recurring Deposit,2025-01-13
307502,205212,Current,95354,4909.0,35676,Mutual Fund,2022-12-15
307503,204747,Current,5163,858.0,46057,Fixed Deposit,2024-03-27
307504,209244,Current,21505,2776.0,26830,Recurring Deposit,2022-10-23
307505,209064,Current,50474,580.0,22495,Fixed Deposit,2023-01-07
307506,209276,Savings,58332,2387.0,1574,Recurring Deposit,2024-07-30
307507,206803,Savings,85596,1569.0,22868,Recurring Deposit,2023-11-08
307508,204065,Current,98379,3290.0,2228,Fixed Deposit,2023-10-01
307509,205933,Savings,82673,460.0,8132,Recurring Deposit,2023-12-29
307510,202806,Business,71124,1768.0,19878,Fixed Deposit,2022-11-15
307511,209885,Business,54241,4263.0,1306,Mutual Fund,2023-06-12
307512,205298,Savings,37547,520.0,27693,Mutual Fund,2025-01-24
307513,201472,Savings,24189,225.0,22767,Recurring Deposit,2022-10-02
307514,203739,Current,44997,2876.0,6045,Fixed Deposit,2022-10-15
307515,203378,Current,90557,4977.0,11313,Mutual Fund,2022-04-08
307516,205115,Business,90908,4670.0,37023,Recurring Deposit,2022-07-10
307517,209479,Savings,11268,3362.0,22501,Mutual Fund,2024-12-22
307518,209766,Savings,76658,2603.0,25427,Fixed Deposit,2022-04-14
307519,209403,Current,34918,2433.0,21927,Recurring Deposit,2022-10-30
307520,201618,Savings,47031,579.0,39646,Recurring Deposit,2024-04-15
307521,208847,Current,82596,344.0,23208,Recurring Deposit,2025-01-06
307522,200394,Current,21279,4878.0,28843,Recurring Deposit,2024-01-28
307523,200471,Savings,82016,2328.0,4458,Recurring Deposit,2022-10-17
307524,209909,Current,2259,1325.0,42047,Mutual Fund,2022-07-30
307525,207179,Business,98080,4138.0,41246,Recurring Deposit,2022-10-20
307526,203363,Current,27501,3158.0,26343,Mutual Fund,2024-12-12
307527,204152,Business,32780,603.0,11138,Mutual Fund,2023-12-27
307528,208655,Savings,37108,1213.0,37154,Recurring Deposit,2024-02-27
307529,209153,Savings,26824,2567.0,19899,Recurring Deposit,2025-03-05
307530,200601,Savings,47578,1879.0,28174,Fixed Deposit,2024-10-14
307531,204611,Savings,2479,738.0,6995,Fixed Deposit,2024-01-11
307532,202780,Savings,64968,2430.0,22429,Fixed Deposit,2024-11-13
307533,206799,Current,16039,540.0,19738,Mutual Fund,2022-12-25
307534,200021,Savings,90003,1791.0,16901,Fixed Deposit,2024-02-24
307535,207274,Savings,37327,4305.0,14510,Mutual Fund,2024-05-20
307536,202473,Savings,30165,4698.0,24834,Mutual Fund,2024-01-08
307537,207406,Business,45902,1935.0,2955,Mutual Fund,2024-07-25
307538,208230,Current,4729,2574.0,31453,Recurring Deposit,2024-02-18
307539,203828,Savings,18525,4762.0,5969,Mutual Fund,2023-11-08
307540,207829,Savings,25479,1118.0,49311,Fixed Deposit,2023-09-23
307541,208221,Current,53460,1153.104339898431,30078,Fixed Deposit,2023-03-06
307542,207581,Business,59453,4300.0,15833,Fixed Deposit,2023-01-03
307543,202208,Savings,15257,3812.0,26806,Fixed Deposit,2024-01-09
307544,200615,Business,34338,4717.0,13217,Mutual Fund,2024-10-15
307545,205789,Current,56038,3726.0,2579,Fixed Deposit,2022-04-01
307546,206041,Savings,48362,613.0,46300,Mutual Fund,2024-09-03
307547,202181,Current,47175,3226.0,13888,Recurring Deposit,2024-05-02
307548,202613,Savings,99760,4736.0,11575,Fixed Deposit,2023-03-23
307549,204023,Savings,65728,2408.0,32226,Mutual Fund,2024-05-08
307550,209858,Savings,78508,1499.0,3143,Mutual Fund,2023-05-13
307551,207992,Savings,97445,2085.0,40961,Mutual Fund,2023-12-19
307552,200079,Current,45730,650.0,8236,Fixed Deposit,2024-07-16
307553,207130,Savings,93510,1274.0,35313,Fixed Deposit,2024-09-01
307554,205239,Business,36988,834.0,4146,Fixed Deposit,2023-10-12
307555,201157,Savings,30095,2399.0,24904,Mutual Fund,2022-05-11
307556,209932,Current,23578,1024.0,26563,Mutual Fund,2022-05-18
307557,200446,Business,90172,3112.0,21815,Recurring Deposit,2024-08-19
307558,209243,Savings,47280,2903.0,23955,Mutual Fund,2024-04-09
307559,205420,Current,87952,1263.0,23529,Mutual Fund,2025-03-19
307560,209785,Current,46547,733.0,44676,Recurring Deposit,2023-10-14
307561,200978,Savings,39858,4347.0,30291,Fixed Deposit,2022-09-12
307562,200028,Business,74939,1928.0,1897,Mutual Fund,2024-09-07
307563,202424,Current,72153,775.0,15922,Recurring Deposit,2024-04-07
307564,201973,Current,9575,1438.0,45450,Mutual Fund,2025-02-25
307565,200032,Business,86414,1873.0,1863,Recurring Deposit,2022-07-23
307566,207621,Savings,54600,1896.0,12118,Fixed Deposit,2022-10-27
307567,205055,Savings,97447,1599.0,1959,Mutual Fund,2024-06-15
307568,208811,Savings,90344,2549.0,10348,Recurring Deposit,2023-05-29
307569,202947,Savings,91125,1849.0,9154,Fixed Deposit,2024-03-12
307570,207668,Business,38804,1832.3735030396504,27827,Recurring Deposit,2024-06-01
307571,209487,Current,16764,184.0,20335,Recurring Deposit,2022-07-20
307572,202548,Savings,44856,5575.050933493362,44132,Mutual Fund,2024-06-11
307573,209090,Current,82469,2362.0,14954,Fixed Deposit,2024-10-23
307574,204798,Current,23060,1315.0,2247,Mutual Fund,2022-08-05
307575,203664,Business,6502,1791.0,5885,Fixed Deposit,2023-04-05
307576,201941,Current,86360,3764.0,40230,Mutual Fund,2024-03-23
307577,203217,Savings,71478,4534.0,28931,Fixed Deposit,2024-11-24
307578,206712,Current,40809,2160.0,22721,Recurring Deposit,2025-01-15
307579,206427,Savings,96116,4688.0,40468,Fixed Deposit,2025-01-22
307580,205014,Savings,80091,4752.0,31612,Recurring Deposit,2022-07-20
307581,206279,Savings,15236,2949.0,7858,Recurring Deposit,2025-02-15
307582,203243,Current,96387,3865.0,30802,Mutual Fund,2024-11-29
307583,204984,Business,80623,3214.0,18670,Fixed Deposit,2024-07-05
307584,209774,Current,60810,3616.0,10957,Mutual Fund,2024-09-06
307585,207177,Business,62207,3046.0,28464,Fixed Deposit,2023-07-19
307586,202344,Business,98286,2494.0,30998,Fixed Deposit,2024-10-28
307587,202754,Business,80387,3575.0,43287,Mutual Fund,2022-06-10
307588,204094,Current,42941,4313.0,11081,Fixed Deposit,2023-09-05
307589,200329,Business,76865,2402.0,37218,Mutual Fund,2024-06-29
307590,206591,Business,51896,504.0,27922,Recurring Deposit,2022-04-06
307591,208206,Business,23245,4241.0,27649,Recurring Deposit,2024-03-18
307592,202263,Savings,56813,2648.0,35629,Fixed Deposit,2024-02-24
307593,209916,Business,21345,4692.0,37604,Mutual Fund,2024-05-25
307594,205372,Savings,15711,2011.0,23777,Fixed Deposit,2024-03-18
307595,204425,Business,22770,4317.0,21388,Recurring Deposit,2024-08-28
307596,202611,Current,22541,997.0,49760,Fixed Deposit,2023-08-17
307597,205549,Savings,21929,4906.0,5145,Recurring Deposit,2024-01-04
307598,201082,Business,76198,3373.0,24851,Recurring Deposit,2023-09-20
307599,206319,Current,8199,5514.043685633499,28774,Recurring Deposit,2023-06-21
307600,203889,Savings,84737,1124.0,27486,Mutual Fund,2023-06-13
307601,203419,Current,12486,691.0,42250,Mutual Fund,2022-12-06
307602,204456,Business,81671,4051.0,35115,Recurring Deposit,2022-05-14
307603,201789,Business,82058,4896.0,28057,Recurring Deposit,2025-03-04
307604,207233,Business,5102,3511.0,19119,Recurring Deposit,2024-10-04
307605,206056,Business,8380,2124.0,35369,Recurring Deposit,2023-07-06
307606,202617,Savings,6039,3298.0,23027,Mutual Fund,2024-08-12
307607,208830,Savings,7223,2274.0,34906,Mutual Fund,2023-04-29
307608,202563,Savings,17720,3301.0,13487,Mutual Fund,2022-06-24
307609,202480,Business,91464,2861.0,30946,Mutual Fund,2024-11-22
307610,205151,Business,56249,3262.0,13456,Fixed Deposit,2024-03-25
307611,205806,Current,42318,1499.0,45628,Fixed Deposit,2024-09-04
307612,201597,Current,63934,120.0,23238,Mutual Fund,2022-12-08
307613,202273,Savings,16682,3226.0,20603,Fixed Deposit,2024-08-26
307614,206287,Business,18570,1011.0,49878,Recurring Deposit,2022-06-09
307615,209667,Business,84666,1160.0,15418,Fixed Deposit,2025-01-03
307616,206161,Current,40671,4112.0,8342,Mutual Fund,2023-06-17
307617,202779,Savings,79413,1418.0,11461,Mutual Fund,2024-11-14
307618,206889,Business,84202,780.0,33840,Recurring Deposit,2022-05-02
307619,205509,Current,94701,4756.0,45689,Mutual Fund,2023-06-09
307620,200746,Savings,48523,4148.0,34391,Mutual Fund,2024-04-12
307621,202409,Savings,29803,861.2210511507627,25763,Mutual Fund,2022-07-27
307622,206078,Savings,68081,4605.0,29142,Mutual Fund,2022-10-04
307623,204944,Current,30407,3272.0,19611,Mutual Fund,2024-05-14
307624,206243,Business,64486,2953.0,49946,Mutual Fund,2022-07-18
307625,204351,Current,74198,1545.0,45782,Fixed Deposit,2023-05-26
307626,205434,Business,66392,3980.0,23340,Mutual Fund,2023-04-16
307627,209054,Business,15323,4832.0,20011,Recurring Deposit,2022-10-12
307628,200161,Business,52248,1229.0,39577,Fixed Deposit,2024-11-01
307629,204012,Savings,85906,852.0,49109,Mutual Fund,2023-05-31
307630,205760,Business,68577,1958.0,29218,Fixed Deposit,2023-05-22
307631,207932,Savings,63829,1708.0,35334,Mutual Fund,2023-04-24
307632,203214,Current,22878,3492.0,36488,Mutual Fund,2022-04-12
307633,206366,Business,62098,3099.0,8920,Fixed Deposit,2022-09-10
307634,206450,Current,61149,1526.0,11048,Fixed Deposit,2024-10-14
307635,209825,Current,70989,113.0,10234,Recurring Deposit,2022-12-17
307636,200570,Business,89239,4683.0,41334,Fixed Deposit,2024-09-25
307637,206288,Business,82113,4309.0,40233,Mutual Fund,2022-11-10
307638,203895,Savings,65157,1887.0,49963,Mutual Fund,2025-01-07
307639,206800,Business,1810,3401.0,46927,Recurring Deposit,2024-02-12
307640,208977,Savings,40582,3849.0,17315,Fixed Deposit,2023-10-16
307641,200822,Savings,12557,2702.0,13458,Fixed Deposit,2022-12-18
307642,206626,Business,99251,865.0,6684,Recurring Deposit,2023-04-30
307643,209774,Business,89722,493.0,27437,Fixed Deposit,2025-03-13
307644,208624,Business,52862,3516.0,25062,Fixed Deposit,2023-03-22
307645,207062,Savings,53397,4832.0,21374,Fixed Deposit,2024-04-12
307646,204372,Savings,60176,3705.0,18640,Fixed Deposit,2022-12-26
307647,203740,Savings,12465,4299.0,30104,Mutual Fund,2024-06-17
307648,202733,Savings,57720,2653.0,20726,Fixed Deposit,2022-05-11
307649,206243,Savings,43419,1680.0,47700,Recurring Deposit,2023-09-04
307650,205172,Business,66431,4681.0,35734,Recurring Deposit,2022-07-30
307651,208838,Savings,86478,1837.0,45145,Recurring Deposit,2022-11-01
307652,209501,Business,19333,4469.0,47288,Fixed Deposit,2024-10-01
307653,201884,Savings,29537,2658.0,26608,Mutual Fund,2022-11-15
307654,204672,Savings,80734,1106.0,7849,Recurring Deposit,2024-04-29
307655,205140,Business,48630,110.0,22297,Recurring Deposit,2023-12-22
307656,207467,Current,47595,4990.0,49564,Mutual Fund,2023-11-06
307657,206502,Current,4831,4639.0,6468,Recurring Deposit,2023-03-25
307658,207927,Savings,77011,2567.0,44378,Fixed Deposit,2025-01-10
307659,208334,Business,16923,4124.0,46919,Recurring Deposit,2024-02-02
307660,204705,Current,10417,1642.0,1759,Fixed Deposit,2024-12-05
307661,207169,Current,12821,4291.0,17640,Mutual Fund,2022-12-05
307662,200642,Business,27170,1723.0,2629,Mutual Fund,2023-02-11
307663,207855,Current,34965,3473.0,28388,Recurring Deposit,2024-09-03
307664,202499,Savings,22023,2456.673025151737,8385,Fixed Deposit,2023-09-08
307665,204142,Savings,32892,4731.0,33849,Mutual Fund,2022-06-13
307666,208618,Savings,26884,153.0,35551,Recurring Deposit,2024-12-12
307667,200867,Current,62048,2840.0,13712,Recurring Deposit,2023-05-05
307668,201562,Business,82670,1691.0,23899,Recurring Deposit,2022-09-17
307669,202947,Business,13252,1357.0,28951,Mutual Fund,2022-06-10
307670,202739,Savings,26342,3931.0,23994,Fixed Deposit,2022-12-06
307671,205036,Savings,68061,297.0,6986,Fixed Deposit,2024-03-10
307672,206631,Savings,54937,4455.0,23087,Fixed Deposit,2023-11-30
307673,209778,Savings,67470,4374.0,3035,Recurring Deposit,2024-03-29
307674,204767,Current,34488,2378.0,6104,Fixed Deposit,2023-07-02
307675,200528,Savings,93001,1918.0,42818,Mutual Fund,2024-03-29
307676,203350,Current,57003,2898.0,29516,Recurring Deposit,2024-06-25
307677,209611,Savings,7056,4764.0,42129,Mutual Fund,2023-03-18
307678,204661,Business,65583,4648.0,40815,Mutual Fund,2023-10-31
307679,208716,Current,97281,4254.0,22611,Mutual Fund,2025-02-14
307680,209155,Business,44096,3468.0,14423,Fixed Deposit,2023-11-16
307681,206901,Business,72139,1284.0,1223,Recurring Deposit,2024-03-27
307682,208641,Business,48050,784.0,11962,Recurring Deposit,2023-05-02
307683,208974,Savings,99114,966.0,26059,Mutual Fund,2022-11-01
307684,201763,Business,85011,2683.368852225128,33379,Recurring Deposit,2024-06-22
307685,209416,Business,54607,3578.0,10993,Recurring Deposit,2024-01-25
307686,206807,Business,2087,1297.0,27559,Fixed Deposit,2022-04-08
307687,200496,Current,62403,4066.0,9099,Recurring Deposit,2023-06-12
307688,202886,Savings,49038,1411.0,19690,Mutual Fund,2024-02-16
307689,208399,Business,23199,1687.0,44861,Recurring Deposit,2023-11-04
307690,205584,Savings,98752,984.0,29658,Mutual Fund,2025-02-07
307691,201501,Current,27197,3204.0,18373,Recurring Deposit,2023-07-24
307692,206197,Savings,51060,4648.0,46722,Mutual Fund,2024-06-21
307693,201779,Business,13163,3100.0,13865,Mutual Fund,2025-02-13
307694,209605,Savings,19715,3334.0,4015,Recurring Deposit,2022-05-23
307695,209080,Savings,65258,1869.0,8594,Mutual Fund,2022-08-19
307696,206358,Savings,41636,4428.0,26750,Fixed Deposit,2024-06-23
307697,202501,Savings,98786,210.0,12814,Fixed Deposit,2024-12-05
307698,204506,Savings,57965,2633.0,45453,Mutual Fund,2023-09-21
307699,209932,Current,55575,825.0,16720,Mutual Fund,2024-01-20
307700,203964,Business,80582,438.4034141160899,8587,Mutual Fund,2024-10-24
307701,204027,Savings,86559,3147.0,15989,Recurring Deposit,2024-12-27
307702,204204,Savings,14852,3943.0,31068,Fixed Deposit,2023-05-18
307703,200026,Business,72367,2469.0,31079,Recurring Deposit,2023-08-23
307704,201439,Business,18226,1473.0,28486,Recurring Deposit,2023-05-14
307705,201005,Business,86448,1306.0951280244058,23456,Fixed Deposit,2023-05-09
307706,209504,Business,37126,758.0,20630,Recurring Deposit,2022-08-20
307707,201011,Savings,83752,3304.0,29210,Recurring Deposit,2023-04-21
307708,209868,Business,25646,1597.0,40570,Fixed Deposit,2024-12-31
307709,206493,Current,15153,2026.0,6405,Mutual Fund,2024-09-13
307710,206005,Savings,72816,2993.0,6195,Recurring Deposit,2023-11-18
307711,206789,Current,84006,3330.0,49703,Recurring Deposit,2024-03-06
307712,208521,Business,9780,516.0,48931,Recurring Deposit,2025-02-02
307713,206051,Current,20226,3723.0,10257,Fixed Deposit,2023-03-31
307714,204017,Savings,5625,3156.0,5517,Mutual Fund,2025-01-27
307715,203004,Savings,28535,3298.0,37063,Mutual Fund,2024-09-20
307716,206226,Savings,11115,489.0,41497,Recurring Deposit,2023-01-17
307717,204362,Savings,44997,2955.0,33530,Recurring Deposit,2024-06-05
307718,203457,Current,43661,3342.0,15909,Recurring Deposit,2023-08-27
307719,205176,Savings,22651,977.0,9004,Fixed Deposit,2025-02-05
307720,206942,Savings,69520,3117.0,34086,Recurring Deposit,2025-02-25
307721,202234,Savings,29187,3668.0,38934,Recurring Deposit,2022-12-25
307722,207504,Business,22312,623.0,25961,Fixed Deposit,2023-07-20
307723,201870,Current,14673,2919.0,24167,Mutual Fund,2024-07-18
307724,205606,Business,67292,1238.0,37570,Mutual Fund,2022-04-06
307725,209736,Savings,68520,2974.0,18409,Recurring Deposit,2025-01-29
307726,206256,Business,45649,208.7091148247372,7948,Mutual Fund,2022-04-03
307727,206132,Savings,75760,1896.0,29836,Fixed Deposit,2022-07-04
307728,203413,Business,70333,480.0,3488,Fixed Deposit,2022-04-08
307729,207937,Savings,98597,4500.597576874791,46205,Fixed Deposit,2023-12-19
307730,207630,Savings,60336,2001.0,11081,Fixed Deposit,2022-08-19
307731,203781,Savings,96556,3704.332779811822,2087,Fixed Deposit,2024-06-13
307732,200918,Business,15721,2054.0,32654,Mutual Fund,2022-08-29
307733,203701,Savings,44213,1323.0,17982,Mutual Fund,2025-02-17
307734,208347,Business,35507,3738.0,44593,Mutual Fund,2024-02-11
307735,201598,Savings,22532,1662.1781327322701,42877,Mutual Fund,2023-09-18
307736,209872,Current,75959,4714.0,43766,Recurring Deposit,2023-02-24
307737,201046,Savings,71959,114.0,24996,Recurring Deposit,2023-06-04
307738,203947,Current,26160,689.0,14243,Fixed Deposit,2023-04-16
307739,204882,Savings,13082,4352.0,24996,Recurring Deposit,2023-01-14
307740,203482,Savings,13063,1749.0,31141,Recurring Deposit,2022-05-12
307741,207941,Savings,99164,2845.0,14351,Mutual Fund,2022-04-26
307742,200227,Savings,43356,1450.0,8843,Recurring Deposit,2024-11-07
307743,205882,Savings,36219,3127.0,37202,Fixed Deposit,2022-08-10
307744,203152,Business,62947,410.0,14990,Recurring Deposit,2022-06-17
307745,202635,Business,86620,3597.0,8695,Mutual Fund,2024-09-28
307746,203352,Business,60634,2599.0,25694,Recurring Deposit,2025-01-04
307747,206774,Current,48337,1648.0,42762,Recurring Deposit,2023-02-20
307748,202811,Savings,74130,4360.0,27615,Recurring Deposit,2024-10-07
307749,208365,Savings,40379,1259.0,1927,Recurring Deposit,2024-12-06
307750,207526,Savings,69303,1726.0,37915,Mutual Fund,2022-09-26
307751,201398,Current,92979,2284.0,19222,Mutual Fund,2022-09-23
307752,207222,Current,57912,3121.0,14527,Fixed Deposit,2022-08-02
307753,207831,Current,24649,2784.0,39804,Fixed Deposit,2024-10-15
307754,203402,Current,48514,3615.0,24272,Mutual Fund,2022-10-08
307755,203735,Business,46435,1838.0,6970,Fixed Deposit,2023-10-26
307756,202434,Current,90769,316.0,17543,Mutual Fund,2025-01-03
307757,203219,Current,77904,3258.0,13723,Fixed Deposit,2024-12-21
307758,201147,Current,80426,1005.0,21817,Fixed Deposit,2024-08-16
307759,204835,Current,80848,4138.0,9458,Recurring Deposit,2023-01-02
307760,209669,Business,8644,944.0,31080,Mutual Fund,2022-09-09
307761,200705,Savings,81635,3065.0,3983,Fixed Deposit,2025-03-05
307762,206222,Current,83002,1099.0,30126,Fixed Deposit,2023-01-01
307763,202596,Business,83452,2644.0,5469,Recurring Deposit,2023-04-18
307764,203528,Business,6835,795.0,37816,Fixed Deposit,2023-06-21
307765,203832,Business,50131,1297.0,18712,Fixed Deposit,2024-03-15
307766,204807,Savings,26046,1525.0,30323,Fixed Deposit,2025-01-10
307767,208792,Current,92803,4780.0,24232,Fixed Deposit,2022-07-16
307768,206369,Savings,7846,1977.0,31146,Fixed Deposit,2024-12-07
307769,202382,Business,77735,416.0,15446,Recurring Deposit,2024-02-23
307770,208313,Savings,81694,2643.0,17221,Fixed Deposit,2023-05-24
307771,200475,Business,78323,1559.0,33327,Fixed Deposit,2024-01-13
307772,208428,Business,29545,2479.0,31736,Fixed Deposit,2025-02-28
307773,202826,Current,40866,2379.0,2157,Mutual Fund,2025-01-21
307774,203913,Business,52997,3700.0,36387,Mutual Fund,2023-08-05
307775,209859,Savings,88307,1147.5706510182981,2335,Fixed Deposit,2023-04-24
307776,208573,Savings,92878,539.0,28156,Recurring Deposit,2022-11-27
307777,207571,Business,29537,4016.0,28466,Fixed Deposit,2022-07-13
307778,204484,Current,7392,2772.0,37734,Mutual Fund,2023-05-25
307779,201470,Savings,77157,1268.7305000561241,31527,Mutual Fund,2022-06-25
307780,203264,Current,92473,1441.0,49751,Recurring Deposit,2023-11-05
307781,203724,Current,3693,3189.0,27718,Fixed Deposit,2023-11-14
307782,202510,Current,80623,1857.0,23485,Mutual Fund,2023-08-19
307783,208776,Current,28790,2015.0,22689,Mutual Fund,2022-06-22
307784,200514,Business,73198,2714.0,3096,Recurring Deposit,2023-04-26
307785,203467,Business,80068,3533.0,28856,Mutual Fund,2023-05-06
307786,200209,Business,15393,4574.0,11465,Mutual Fund,2022-12-22
307787,206967,Current,90532,3597.0,21234,Recurring Deposit,2024-02-03
307788,204153,Savings,91335,1608.0,18797,Recurring Deposit,2022-07-06
307789,209944,Savings,44659,3953.0,6050,Recurring Deposit,2024-04-22
307790,203840,Business,51287,4461.0,7066,Mutual Fund,2023-01-26
307791,204039,Savings,20992,3039.0,47256,Mutual Fund,2024-10-24
307792,205232,Business,39546,3944.0,13400,Fixed Deposit,2023-11-20
307793,204166,Current,42769,1349.9198646578182,27358,Fixed Deposit,2022-12-23
307794,209698,Business,85214,3651.0,42080,Fixed Deposit,2024-12-17
307795,201068,Savings,17907,264.0,30614,Recurring Deposit,2024-04-23
307796,203856,Business,98250,2308.0,4884,Mutual Fund,2022-09-05
307797,201765,Business,24328,3780.0,8216,Mutual Fund,2022-10-30
307798,206685,Savings,17803,4381.0,45199,Fixed Deposit,2024-07-07
307799,209419,Business,66667,1286.0,20207,Recurring Deposit,2024-01-19
307800,204571,Business,62922,1628.0,13781,Mutual Fund,2023-02-23
307801,207407,Savings,90521,3226.0,17153,Fixed Deposit,2024-10-29
307802,200571,Business,7261,2637.0,1755,Recurring Deposit,2024-12-14
307803,207621,Current,46425,236.0,2419,Mutual Fund,2022-09-02
307804,203225,Business,21999,3118.0,9800,Fixed Deposit,2024-02-04
307805,209765,Savings,71278,784.0,27092,Recurring Deposit,2023-04-27
307806,204561,Current,70479,2558.0,35166,Fixed Deposit,2022-08-28
307807,200224,Current,80256,3075.0,46903,Fixed Deposit,2022-05-14
307808,208749,Savings,97846,1548.0,13376,Mutual Fund,2022-07-12
307809,205673,Savings,72313,3832.0,46431,Fixed Deposit,2022-07-08
307810,203528,Business,38130,3503.0,6666,Mutual Fund,2024-08-24
307811,206635,Current,6341,1130.0,13636,Mutual Fund,2023-04-14
307812,208644,Current,88452,4985.0,25809,Recurring Deposit,2024-02-11
307813,201897,Current,3646,3779.0,20291,Recurring Deposit,2022-04-19
307814,202849,Savings,31974,2726.0,36983,Recurring Deposit,2024-05-02
307815,200741,Business,54857,3357.0,6714,Fixed Deposit,2022-11-07
307816,208900,Savings,71098,4656.0,18063,Mutual Fund,2024-12-29
307817,208345,Current,3565,1465.0,39661,Mutual Fund,2024-12-09
307818,208657,Business,38096,3107.0,8770,Recurring Deposit,2022-03-22
307819,208758,Business,88054,2317.0,25545,Mutual Fund,2022-05-18
307820,204057,Savings,60720,1151.0,31352,Mutual Fund,2025-01-16
307821,202814,Current,86532,4183.0,22279,Mutual Fund,2023-11-17
307822,205569,Current,43175,463.72959981235635,42367,Recurring Deposit,2023-05-08
307823,206222,Current,52945,872.0,45002,Recurring Deposit,2022-11-11
307824,208202,Business,93389,1306.0,20106,Fixed Deposit,2025-03-12
307825,201004,Current,23742,579.0,17479,Fixed Deposit,2023-08-15
307826,204905,Savings,49759,927.0,37404,Fixed Deposit,2023-11-18
307827,204944,Business,3188,4240.0,35683,Recurring Deposit,2024-08-29
307828,206304,Savings,6587,1079.0,9078,Recurring Deposit,2022-03-26
307829,200498,Business,5920,1996.0,5004,Mutual Fund,2024-05-29
307830,206315,Savings,75751,4701.0,35388,Fixed Deposit,2024-04-21
307831,207000,Current,60344,4844.0,5045,Recurring Deposit,2024-04-01
307832,206369,Business,92826,2282.0,42366,Mutual Fund,2024-01-27
307833,205939,Savings,44732,3901.0,42990,Fixed Deposit,2023-12-08
307834,207436,Business,47619,1743.0,26860,Mutual Fund,2022-07-07
307835,204390,Business,62277,3697.0,33594,Recurring Deposit,2024-07-07
307836,207486,Current,19556,4550.0,36434,Fixed Deposit,2023-03-06
307837,201551,Business,94524,2438.0,22190,Recurring Deposit,2022-03-26
307838,200725,Savings,26456,2338.0,26543,Mutual Fund,2023-11-08
307839,204681,Business,8424,2678.0,16939,Fixed Deposit,2025-02-23
307840,206727,Savings,90040,2462.0,43875,Fixed Deposit,2024-04-07
307841,204429,Current,60735,3491.0,45900,Fixed Deposit,2022-09-25
307842,206880,Business,67722,2852.0,17265,Mutual Fund,2024-08-18
307843,204457,Savings,14603,2164.0,16153,Mutual Fund,2024-06-29
307844,209121,Business,4597,1013.0,10723,Recurring Deposit,2023-09-29
307845,200934,Business,9375,4603.0,38744,Mutual Fund,2023-08-20
307846,209264,Current,1907,330.0,26851,Mutual Fund,2025-02-12
307847,204585,Business,6734,3303.0,11637,Fixed Deposit,2023-07-04
